title,price,description,images,sku,stock
SM Z Flip 4-5G SM-F721 Buckle For Edge Frame (1SET 2PCS),7.20,Description Product Specifications and Features: -SM Z Flip 4-5G SM-F721 Buckle For Edge Frame (1SET 2PCS),https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FLIP-4-BUCKLE-FRM-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FLIP-4-BUCKLE-FRM-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FLIP-4-BUCKLE-FRM-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FLIP-4-BUCKLE-FRM-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FLIP-4-BUCKLE-FRM-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FLIP-4-BUCKLE-FRM-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FLIP-4-BUCKLE-FRM.jpeg,SKU-PAI2QU,28
SM Z Flip 5-5G SM-F731 Buckle For Edge Frame (1SET 2PCS),7.20,Description Product Specifications and Features: -SM Z Flip 5-5G SM-F731 Buckle For Edge Frame (1SET 2PCS),https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FLIP-5-BUCKLE-FRM-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FLIP-5-BUCKLE-FRM-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FLIP-5-BUCKLE-FRM-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FLIP-5-BUCKLE-FRM-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FLIP-5-BUCKLE-FRM-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FLIP-5-BUCKLE-FRM-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FLIP-5-BUCKLE-FRM-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FLIP-5-BUCKLE-FRM.jpeg,SKU-SL27SQ,41
SM Z Flip 6-5G SM-F956 Buckle For Edge Frame (1SET 2PCS),7.20,Description Product Specifications and Features: -SM Z Flip 6-5G SM-F956 Buckle For Edge Frame (1SET 2PCS),https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FLIP-6-BUCKLE-FRM-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FLIP-6-BUCKLE-FRM-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FLIP-6-BUCKLE-FRM-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FLIP-6-BUCKLE-FRM-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FLIP-6-BUCKLE-FRM-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FLIP-6-BUCKLE-FRM-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FLIP-6-BUCKLE-FRM-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FLIP-6-BUCKLE-FRM.jpeg,SKU-R99B3I,46
SM Z Fold 2-5G SM-F916 Buckle For Edge Frame (1SET 2PCS),7.20,Description Product Specifications and Features: -SM Z Fold 2-5G SM-F916 Buckle For Edge Frame (1SET 2PCS),https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-2-BUCKLE-FRM-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-2-BUCKLE-FRM-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-2-BUCKLE-FRM-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-2-BUCKLE-FRM-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-2-BUCKLE-FRM-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-2-BUCKLE-FRM-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-2-BUCKLE-FRM.jpeg,SKU-OOJ8CC,27
SM Z Fold 3-5G SM-F926 Buckle For Edge Frame (1SET 2PCS),7.20,Description Product Specifications and Features: -SM Z Fold 3-5G SM-F926 Buckle For Edge Frame (1SET 2PCS),https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-3-BUCKLE-FRM-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-3-BUCKLE-FRM-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-3-BUCKLE-FRM-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-3-BUCKLE-FRM-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-3-BUCKLE-FRM-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-3-BUCKLE-FRM-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-3-BUCKLE-FRM-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-3-BUCKLE-FRM.jpeg,SKU-MQJNFJ,39
SM Z Fold 4-5G SM-F936 Buckle For Edge Frame (1SET 2PCS),7.20,Description Product Specifications and Features: -SM Z Fold 4-5G SM-F936 Buckle For Edge Frame (1SET 2PCS),https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-4-BUCKLE-FRM-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-4-BUCKLE-FRM-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-4-BUCKLE-FRM-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-4-BUCKLE-FRM-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-4-BUCKLE-FRM-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-4-BUCKLE-FRM-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-4-BUCKLE-FRM-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-4-BUCKLE-FRM.jpeg,SKU-N0FIEG,81
SM Z Fold 5-5G SM-F946 Buckle For Edge Frame (1SET 2PCS),7.20,Description Product Specifications and Features: -SM Z Fold 5-5G SM-F946 Buckle For Edge Frame (1SET 2PCS),https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-5-BUCKLE-FRM-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-5-BUCKLE-FRM-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-5-BUCKLE-FRM-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-5-BUCKLE-FRM-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-5-BUCKLE-FRM-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-5-BUCKLE-FRM-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-5-BUCKLE-FRM-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-5-BUCKLE-FRM.jpeg,SKU-V7D01C,73
SM Z Fold 6-5G SM-F956 Buckle For Edge Frame (1SET 2PCS),7.20,Description Product Specifications and Features: -SM Z Fold 6-5G SM-F956 Buckle For Edge Frame (1SET 2PCS),https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-6-BUCKLE-FRM-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-6-BUCKLE-FRM-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-6-BUCKLE-FRM-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-6-BUCKLE-FRM-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-6-BUCKLE-FRM-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-6-BUCKLE-FRM-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-6-BUCKLE-FRM-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SAM-Z-FOLD-6-BUCKLE-FRM.jpeg,SKU-41CEPU,27
JCID-IC WIFI Chip for 15PRO/15PROMAX WIFI Unbind and WIFI Repair,96.00,Description JCID-IC WIFI Chip for 15PRO/15PROMAX WIFI Unbind and WIFI Repair,https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SVC-5608.png,SKU-E2JPFP,40
Phone 12/12Pro LCD SL DD Diagnosable Soft OLED Full Set,258.00,Description Product Specifications and Features: -Phone 12/12Pro LCD SL DD Diagnosable Soft OLED Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-12-LCD-SL-DD-DIAG-OLED-FS.jpeg,SKU-NS3MD7,32
Phone 13 LCD SL DD Diagnosable Soft OLED Full Set,282.00,Description Product Specifications and Features: -Phone 13 LCD SL DD Diagnosable Soft OLED Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-13-LCD-SL-DD-DIAG-OLED-FS.jpeg,SKU-50K9X2,39
Phone 13Pro LCD SL DD Diagnosable Soft OLED Full Set,312.00,Description Product Specifications and Features: -Phone 13Pro LCD SL DD Diagnosable Soft OLED Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-13PRO-LCD-SL-DD-DIAG-OLED-FS.jpeg,SKU-OWXYG3,97
Phone 13ProMax LCD SL DD Diagnosable Soft OLED Full Set,330.00,Description Product Specifications and Features: -Phone 13ProMax LCD SL DD Diagnosable Soft OLED Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-13PROMAX-LCD-SL-DD-DIAG-OLED-FS.jpeg,SKU-OM3YRE,87
Phone 14 LCD SL DD Diagnosable Soft OLED Full Set,276.00,Description Product Specifications and Features: -Phone 14 LCD SL DD Diagnosable Soft OLED Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-14-LCD-SL-DD-DIAG-OLED-FS.jpeg,SKU-030YTR,28
Phone 14Plus LCD SL DD Diagnosable Soft OLED Full Set,306.00,Description Product Specifications and Features: -Phone 14Plus LCD SL DD Diagnosable Soft OLED Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-14PLUS-LCD-SL-DD-DIAG-OLED-FS-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-14PLUS-LCD-SL-DD-DIAG-OLED-FS-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-14PLUS-LCD-SL-DD-DIAG-OLED-FS-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-14PLUS-LCD-SL-DD-DIAG-OLED-FS-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-14PLUS-LCD-SL-DD-DIAG-OLED-FS-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-14PLUS-LCD-SL-DD-DIAG-OLED-FS-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-14PLUS-LCD-SL-DD-DIAG-OLED-FS-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-14PLUS-LCD-SL-DD-DIAG-OLED-FS.jpeg,SKU-QGNDKN,60
Phone 14Pro LCD SL DD Diagnosable Soft OLED Full Set,438.00,Description Product Specifications and Features: -Phone 14Pro LCD SL DD Diagnosable Soft OLED Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-14PRO-LCD-SL-DD-DIAG-OLED-FS.jpeg,SKU-FADM4I,98
Phone 14ProMax LCD SL DD Diagnosable Soft OLED Full Set,378.00,Description Product Specifications and Features: -Phone 14ProMax LCD SL DD Diagnosable Soft OLED Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-14PROMAX-LCD-SL-DD-DIAG-OLED-FS.jpeg,SKU-8TZ3KA,41
Phone 15 LCD SL DD Diagnosable Soft OLED Full Set,438.00,Description Product Specifications and Features: -Phone 15 LCD SL DD Diagnosable Soft OLED Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-15-LCD-SL-DD-DIAG-OLED-FS.jpeg,SKU-2W9SRN,28
Phone 15Plus LCD SL DD Diagnosable Soft OLED Full Set,474.00,Description Product Specifications and Features: -Phone 15Plus LCD SL DD Diagnosable Soft OLED Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-15PLUS-LCD-SL-DD-DIAG-OLED-FS-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-15PLUS-LCD-SL-DD-DIAG-OLED-FS-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-15PLUS-LCD-SL-DD-DIAG-OLED-FS-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-15PLUS-LCD-SL-DD-DIAG-OLED-FS-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-15PLUS-LCD-SL-DD-DIAG-OLED-FS-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-15PLUS-LCD-SL-DD-DIAG-OLED-FS-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-15PLUS-LCD-SL-DD-DIAG-OLED-FS-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-15PLUS-LCD-SL-DD-DIAG-OLED-FS.jpeg,SKU-QNSDS2,15
Phone 15Pro LCD SL DD Diagnosable Soft OLED Full Set,522.00,Description Product Specifications and Features: -Phone 15Pro LCD SL DD Diagnosable Soft OLED Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-15PRO-LCD-SL-DD-DIAG-OLED-FS.jpeg,SKU-76FKSM,34
Phone 15ProMax LCD SL DD Diagnosable Soft OLED Full Set,498.00,Description Product Specifications and Features: -Phone 15ProMax LCD SL DD Diagnosable Soft OLED Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-15PROMAX-LCD-SL-DD-DIAG-OLED-FS.jpeg,SKU-D9EJE1,68
Phone 17Pro LCD FOG Full Set,954.00,Description Product Specifications and Features: -Phone 17Pro LCD FOG Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-17PRO-LCD-FOG-FS.jpeg,SKU-1OT5P4,92
Phone 17Pro LCD GX TFT Incell Full Set (Support Move IC),354.00,Description Product Specifications and Features: -Phone 17Pro LCD GX TFT Incell Full Set (Support Move IC) -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-17PRO-LCD-GX-TFT-FS.jpeg,SKU-3IVU21,83
Phone 17Pro LCD HL AA TFT Full Set (Support Move IC),354.00,Description Product Specifications and Features: -Phone 17Pro LCD HL AA TFT Full Set (Support Move IC) -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-17PRO-LCD-HL-TFT-FS.jpeg,SKU-OM5KHT,63
Phone 17Pro LCD RJ Soft OLED Full Set (Support Move IC),642.00,Description Product Specifications and Features: -Phone 17Pro LCD RJ Soft OLED Full Set (Support Move IC) -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-17PRO-LCD-RJ-SOFT-OLED-FS.jpeg,SKU-Z6AJMK,18
Phone 17ProMax LCD FOG Full Set,1158.00,Description Product Specifications and Features: -Phone 17ProMax LCD FOG Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-17PROMAX-LCD-FOG-FS.jpeg,SKU-7WJS27,59
Phone 17ProMax LCD HL AA TFT Full Set (Support Move IC),282.00,Description Product Specifications and Features: -Phone 17ProMax LCD HL AA TFT Full Set (Support Move IC) -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-17PROMAX-LCD-HK-TFT-FS.jpeg,SKU-BWXIPI,57
Phone 17ProMax LCD SL DD Hard OLED Full Set (Support Move IC),522.00,Description Product Specifications and Features: -Phone 17ProMax LCD SL DD Hard OLED Full Set (Support Move IC) -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2025/12/IP-17PROMAX-LCD-SL-DD-HARD-OLED-FS.jpeg,SKU-556TVX,49
Honor X9-5G (ORI Used) Charging Board + Sim Holder,26.40,Description Product Specifications and Features: -Honor X9-5G (ORI Used) Charging Board + Sim Holder -(HL1ANYU),https://www.cmedistribution.com.my/wp-content/uploads/2025/12/HONOR-X9-ORI-CC-BOARD.jpeg,SKU-WNIH4T,25
"I2C EPR32 Chip Programmer SET1 – (15/16/Pad Charging, Baseband Chip Read/Write)",98.40,"Description I2C EPR32 Chip Programmer SET1 – (15/16/Pad Charging, Baseband Chip Read/Write)",https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SVC-5602-1.webp|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SVC-5602-2.webp|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SVC-5602-3.webp|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SVC-5602-4-scaled.webp|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SVC-5602-5.webp|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SVC-5602-6.webp|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SVC-5602.jpeg,SKU-S56CWM,16
"I2C EPR32 Chip Programmer SET2 – (15/16/Pad Charging,Baseband Chip Read/Write+AI Android Bot Log)",108.00,"Description I2C EPR32 Chip Programmer SET2 – (15/16/Pad Charging,Baseband Chip Read/Write+AI Android Bot Log)",https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SVC-5603-1.webp|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SVC-5603-2.webp|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SVC-5603-3.webp|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SVC-5603-4.webp|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SVC-5603-5.webp|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SVC-5603-6-scaled.webp|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SVC-5603-7.webp|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SVC-5603.jpeg,SKU-51QG3A,98
JCID-IC WIFI Chip for 15/15PLUS WIFI Unbind and WIFI Repair,96.00,Description JCID-IC WIFI Chip for 15/15PLUS WIFI Unbind and WIFI Repair,https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SVC-5607.png,SKU-NNBIFJ,49
KEGUAN Powerful Dust Blowing Ball,8.40,Description KEGUAN Powerful Dust Blowing Ball,https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SVC-5606-1.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SVC-5606-2.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SVC-5606-4.jpg,SKU-OIWNIL,51
Oppo Find N-5G LCD Frame Bezel Inner Screen Plate,38.40,Description Product Specifications and Features: -Oppo Find N-5G LCD Frame Bezel Inner Screen Plate -(NO WARRANTY),https://www.cmedistribution.com.my/wp-content/uploads/2025/12/OPPO-FIND-N-LCD-FRAME.jpeg,SKU-WA07OJ,58
Oppo Find N2-5G LCD Frame Bezel Inner Screen Plate,38.40,Description Product Specifications and Features: -Oppo Find N2-5G LCD Frame Bezel Inner Screen Plate -(NO WARRANTY),https://www.cmedistribution.com.my/wp-content/uploads/2025/12/OPPO-FIND-N2-LCD-FRAME.jpeg,SKU-K8V6IV,0
Oppo Find N2 Flip-5G LCD Frame Bezel Inner Screen Plate,33.60,Description Product Specifications and Features: -Oppo Find N2 Flip-5G LCD Frame Bezel Inner Screen Plate -(NO WARRANTY),https://www.cmedistribution.com.my/wp-content/uploads/2025/12/OPPO-FIND-N2-FLIP-LCD-FRAME.jpeg,SKU-3BR8MC,51
Oppo Find N3 Flip-5G LCD Frame Bezel Inner Screen Plate,33.60,Description Product Specifications and Features: -Oppo Find N3 Flip-5G LCD Frame Bezel Inner Screen Plate -(NO WARRANTY),https://www.cmedistribution.com.my/wp-content/uploads/2025/12/OPPO-FIND-N3-FLIP-LCD-FRAME.jpeg,SKU-4PZWU5,22
"Oppo Reno 12F (4G,5G) Ribbon UI For Charging",7.20,"Description Product Specifications and Features: -Oppo Reno 12F (4G,5G) Ribbon UI For Charging -(CAC288-0)",https://www.cmedistribution.com.my/wp-content/uploads/2025/12/OPPO-RENO-12F-RB-UI-CG-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/OPPO-RENO-12F-RB-UI-CG-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/OPPO-RENO-12F-RB-UI-CG-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/OPPO-RENO-12F-RB-UI-CG-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/OPPO-RENO-12F-RB-UI-CG-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/OPPO-RENO-12F-RB-UI-CG-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/OPPO-RENO-12F-RB-UI-CG-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/OPPO-RENO-12F-RB-UI-CG.jpeg,SKU-Z2DJIY,23
Realme 14-5G LCD Frame,30.00,Description Product Specifications and Features: -Realme 14-5G LCD Frame -(NO WARRANTY),https://www.cmedistribution.com.my/wp-content/uploads/2025/12/REALME-14-5G-LCD-FRAME-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/REALME-14-5G-LCD-FRAME-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/REALME-14-5G-LCD-FRAME-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/REALME-14-5G-LCD-FRAME-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/REALME-14-5G-LCD-FRAME-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/REALME-14-5G-LCD-FRAME-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/REALME-14-5G-LCD-FRAME-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/REALME-14-5G-LCD-FRAME.jpeg,SKU-9O79IO,37
Realme 14T-5G LCD Frame,30.00,Description Product Specifications and Features: -Realme 14T-5G LCD Frame -(NO WARRANTY),https://www.cmedistribution.com.my/wp-content/uploads/2025/12/REALME-14T-LCD-FRAME.jpeg,SKU-3YNIXP,44
RF4 RF-SF4 Smoke Exhaust Fan,39.60,"Description Features: -The RF4 exhaust fan is a practical device developed specifically for electronic repair and manual soldering scenarios -Key advantages: Powerful suction force and efficient motor, quickly removing welding fumes. Improving work efficiency -Air volume adjustment: The knob can independently adjust the wind force -Ready to use immediately: No suspension design. Just plug in and use. The built-in stand does not require installation -Compact and portable: The device is lightweight and easy to store, taking up little space and is suitable for use in small repair areas",https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SVC-5604-1.webp|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SVC-5604-2.webp|https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SVC-5604-3.webp,SKU-3DW6AK,99
SM S20 Ultra-5G Buzzer Full Set,18.00,Description Product Specifications and Features: -SM S20 Ultra-5G Buzzer Full Set,https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SM-S20-ULTRA-BUZ-FS.jpeg,SKU-BL12J9,5
SM Z Flip 1-4G SM-F700 LCD ORI Used Full Set Without Frame (Inner Screen),396.00,"Description Product Specifications and Features: -SM Z Flip 1-4G SM-F700 LCD ORI Used Full Set Without Frame (Inner Screen) -Warranty 1 Month,AFTER INSTALL NO WARRANTY -Self Damage Will Be No Warranty",https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SM-Z-FLIP-1-F700-LCD-RECOND-FS-NO-FRM-INNER.jpeg,SKU-O3GARA,61
SM Z Flip 3-5G SM-F711 LCD ORI Used Full Set Without Frame (Inner Screen),660.00,"Description Product Specifications and Features: -SM Z Flip 3-5G SM-F711 LCD ORI Used Full Set Without Frame (Inner Screen) -Warranty 1 Month,AFTER INSTALL NO WARRANTY -Self Damage Will Be No Warranty",https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SM-Z-FLIP-3-F711-LCD-RECOND-FS-NO-FRM-INNER.jpeg,SKU-B8Q034,34
SM Z Flip 4-5G SM-F721 LCD ORI Used Full Set Without Frame (Inner Screen),780.00,"Description Product Specifications and Features: -SM Z Flip 4-5G SM-F721 LCD ORI Used Full Set Without Frame (Inner Screen) -Warranty 1 Month,AFTER INSTALL NO WARRANTY -Self Damage Will Be No Warranty",https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SM-Z-FLIP-4-F721-LCD-RECOND-FS-NO-FRM-INNER.jpeg,SKU-UGCOSB,98
SM Z Fold 2-5G SM-F916 LCD ORI New Full Set Without Frame (Inner Screen),936.00,"Description Product Specifications and Features: -SM Z Fold 2-5G SM-F916 LCD ORI New Full Set Without Frame (Inner Screen) -Warranty 1 Month,AFTER INSTALL NO WARRANTY -Self Damage Will Be No Warranty",https://www.cmedistribution.com.my/wp-content/uploads/2025/12/SM-Z-FOLD-2-F916-LCD-ORI-FS-NO-FRM-INNER.jpeg,SKU-UMIPJU,12
